FEATURE_NAME	STATE_ALPHA	PRIM_LAT_DEC	PRIM_LONG_DEC		
Eakly	OK	35.3053333	-98.5578411		
Edmond	OK	35.6528323	-97.4780954		
El Reno	OK	35.5322741	-97.9550494		
Eldorado	OK	34.4720173	-99.6481484		
Elgin	OK	34.7803469	-98.292273		
Elk City	OK	35.4119944	-99.4042592		
Lake Ellsworth	OK	34.7942349	-98.3681091		
Elmer	OK	34.4811873	-99.3509205		
Elmwood	OK	36.6164172	-100.5226468		
Enid	OK	36.3955891	-97.8783911		
Erick	OK	35.2153299	-99.8664925		
Erin Springs	OK	34.8109076	-97.6066983		
Eufaula	OK	35.2873206	-95.5824846		
Fairfax	OK	36.5736587	-96.7041988		
Fairland	OK	36.7511833	-94.8474567		
Fairmont	OK	36.35559	-97.7056082		
Fairview	OK	36.2689248	-98.4798009		
Fargo	OK	36.3761492	-99.6237261		
Faxon	OK	34.4570243	-98.578949		
Fay	OK	35.8133797	-98.6578597		
Finley	OK	34.3284348	-95.4949677		
Fittstown	OK	34.614812	-96.6344517		
Fletcher	OK	34.8231239	-98.2442162		
Foraker	OK	36.8722646	-96.5655742		
Forgan	OK	36.9069704	-100.5393177		
Fort Cobb	OK	35.097838	-98.4356131		
Fort Cobb Reservoir	OK	35.1620032	-98.4533918		
Fort Gibson	OK	35.7975986	-95.2505173		
Fort Gibson Lake	OK	35.8695429	-95.2305163		
Fort Supply	OK	36.573646	-99.5723367		
Fort Supply Lake	OK	36.549202	-99.5609474		
Fox	OK	34.3636992	-97.4922474		
Francis	OK	34.8736963	-96.5955671		
Frederick	OK	34.3920263	-99.0184093		
Freedom	OK	36.7689204	-99.1128789		
Gage	OK	36.3155944	-99.757618		
Gans	OK	35.3889826	-94.6921665		
Garber	OK	36.4369786	-97.5856053		
Garvin	OK	33.9539972	-94.9424443		
Gate	OK	36.8533638	-100.0554136		
Geary	OK	35.6311594	-98.3172854		
Gene Autry	OK	34.2837036	-97.0380693		
Geronimo	OK	34.4811904	-98.3831069		
Gerty	OK	34.8367575	-96.2897271		
Glencoe	OK	36.2286641	-96.925591		
Golden	OK	34.0345524	-94.8963323		
Goltry	OK	36.532532	-98.1517334		
Gore	OK	35.5292628	-95.1171813		
Gotebo	OK	35.0703349	-98.8722924		
Gould	OK	34.6708977	-99.7712078		
Gowen	OK	34.8814874	-95.4769228		
Gracemont	OK	35.188393	-98.2606085		
Grady	OK	34.0203753	-97.6655824		
Grandfield	OK	34.2284233	-98.6845075		
Granite	OK	34.9622797	-99.3806406		
Grant	OK	33.9431602	-95.5135702		
Gray Horse	OK	36.5497733	-96.647808		
Great Salt Plains Lake	OK	36.7486406	-98.1400662		
Greenfield	OK	35.7286572	-98.3778459		
Grove	OK	36.5936863	-94.7691186		
Guthrie	OK	35.878937	-97.4253185		
Guymon	OK	36.6828041	-101.4815493		
Hammon	OK	35.6328261	-99.3817653		
Hardesty	OK	36.6164159	-101.1907148		
Harmon	OK	36.1447648	-99.5603898		
Harrah	OK	35.4895085	-97.1636408		
Hartshorne	OK	34.8450984	-95.5574811		
Haskell	OK	35.8203784	-95.674149		
Hastings	OK	34.2267578	-98.11004		
Headrick	OK	34.6275714	-99.1381366		
Healdton	OK	34.2331475	-97.4878023		
Heavener	OK	34.8892677	-94.600781		
Lake Hefner	OK	35.5811661	-97.6053197		
Helena	OK	36.5461432	-98.2700706		
Hennepin	OK	34.5089738	-97.3469675		
Hennessey	OK	36.1092046	-97.8986675		
Henryetta	OK	35.4398261	-95.9819429		
Hickory	OK	34.5567558	-96.8602908		
Hillsdale	OK	36.563087	-97.9914503		
Hinton	OK	35.4714415	-98.3556162		
Hitchcock	OK	35.9689282	-98.3484059		
Hobart	OK	35.0295009	-99.0931317		
Hoffman	OK	35.4892704	-95.8427718		
Holdenville	OK	35.0803617	-96.3991765		
Hollis	OK	34.6883948	-99.9120456		
Hollister	OK	34.3423067	-98.8709039		
Homestead	OK	36.1497592	-98.3939641		
Hominy	OK	36.4142357	-96.3952963		
Honobia	OK	34.5389903	-94.937453		
Hooker	OK	36.8600261	-101.2134954		
Hopeton	OK	36.6880876	-98.6659183		
Howe	OK	34.9512108	-94.6371704		
Hoyt	OK	35.2717639	-95.3021924		
Hugo	OK	34.01066	-95.5096821		
Hugo Lake	OK	34.0098275	-95.382735		
Hulah Lake	OK	36.9311805	-96.082486		
Hulbert	OK	35.9325964	-95.141348		
Humphreys	OK	34.5559074	-99.2373065		
Hunter	OK	36.5636432	-97.661163		
Illinois River	OK	35.4892627	-95.0977362		
Indiahoma	OK	34.619794	-98.7514573		
Indianola	OK	35.1628757	-95.7747155		
Inola	OK	36.1512098	-95.5094195		
Isabella	OK	36.2355913	-98.340073		
Jackfork Mountain	OK	34.6645442	-95.5008093		
Jay	OK	36.4211914	-94.7968959		
Jefferson	OK	36.7205853	-97.7906099		
Jennings	OK	36.1811784	-96.5697456		
Jet	OK	36.6661416	-98.1811787		
Jones	OK	35.5658936	-97.2869781		
Joy	OK	34.5936962	-97.1422425		
Kansas	OK	36.2050851	-94.7977277		
Kaw City	OK	36.7603141	-96.8333672		
Keefton	OK	35.5898205	-95.3394135		
Kellyville	OK	35.9436968	-96.2136136		
Kenefic	OK	34.148149	-96.3622146		
Kenton	OK	36.9030764	-102.9632621		
Keota	OK	35.2556524	-94.9216195		
Ketchum	OK	36.5245268	-95.0238513		
Keyes	OK	36.8097443	-102.2554553		
Kiefer	OK	35.9448155	-96.0652751		
Kingfisher	OK	35.861432	-97.9317203		
Kinta	OK	35.1192644	-95.2377458		
Kiowa	OK	34.7206516	-95.8991586		
Knowles	OK	36.8733625	-100.1934734		
Konawa	OK	34.9595263	-96.7527956		
Krebs	OK	34.9278748	-95.7158221		
Kremlin	OK	36.5472537	-97.8314456		
Lamar	OK	35.0995359	-96.1275035		
Lambert	OK	36.6830868	-98.4231315		
Lamont	OK	36.690587	-97.5564376		
Lane	OK	34.2987061	-95.9880421		
Langley	OK	36.4639736	-95.0477401		
Laverne	OK	36.7097549	-99.8934612		
Lawton	OK	34.6086854	-98.3903305		
Lake Lawtonka	OK	34.7361799	-98.5033913		
Lebanon	OK	33.9823217	-96.9077837		
Leedey	OK	35.8700463	-99.3467705		
Lehigh	OK	34.4692588	-96.2163853		
Lenapah	OK	36.8506407	-95.636089		
Leon	OK	33.8792685	-97.4291872		
Leonard	OK	35.9203781	-95.7994312		
Lexington	OK	35.0147945	-97.3355835		
Lima	OK	35.1739665	-96.5997374		
Lindsay	OK	34.8347959	-97.6025319		
Loco	OK	34.3292549	-97.6811407		
Locust Grove	OK	36.2000936	-95.1677401		
Lone Wolf	OK	34.9895013	-99.2495245		
Longdale	OK	36.1333716	-98.5506371		
Loveland	OK	34.3053644	-98.7717333		
Lovell	OK	36.0569846	-97.6353263		
Lucien	OK	36.2747599	-97.4547674		
Lula	OK	34.7006463	-96.4322265		
Luther	OK	35.6617259	-97.195588		
Madill	OK	34.0903752	-96.7716691		
Manchester	OK	36.9939143	-98.0375622		
Mangum	OK	34.8720044	-99.5042561		
Manitou	OK	34.5075777	-98.9834088		
Mannsville	OK	34.1859286	-96.8805632		
Maramec	OK	36.242007	-96.6803076		
Marble City	OK	35.5803699	-94.8210589		
Marietta	OK	33.937045	-97.1166788		
Marlow	OK	34.6481318	-97.9580933		
Marshall	OK	36.1539272	-97.6256045		
Martha	OK	34.7253436	-99.3870318		
Maud	OK	35.130355	-96.7758529		
May	OK	36.6169786	-99.7473431		
Maysville	OK	34.8172987	-97.4058604		
Mazie	OK	36.1075982	-95.3633014		
McAlester	OK	34.9334298	-95.7697131		
McCurtain	OK	35.1498196	-94.9707891		
McLoud	OK	35.4358996	-97.0914163		
Mead	OK	33.9995422	-96.5091609		
Medford	OK	36.8069729	-97.7336636		
Medicine Lodge River	OK	36.8278068	-98.3272943		
Meeker	OK	35.5034006	-96.9028014		
Meno	OK	36.3861448	-98.177845		
Miami	OK	36.8745146	-94.8774554		
Middleberg	OK	35.1061773	-97.7350399		
Midwest City	OK	35.4495065	-97.3967019		
Mill Creek	OK	34.4042586	-96.8263981		
Minco	OK	35.3128371	-97.9444913		
Monroe	OK	34.9925995	-94.5168894		
Moore	OK	35.3395079	-97.4867028		
Mooreland	OK	36.4392031	-99.2048249		
Morris	OK	35.6076028	-95.8602699		
Morrison	OK	36.2972705	-97.0080934		
Mounds	OK	35.876484	-96.0611074		
Mountain Park	OK	34.6972906	-98.9495197		
Muddy Boggy Creek	OK	33.9378808	-95.6110739		
Muldrow	OK	35.4062034	-94.5988306		
Mulhall	OK	36.0647655	-97.4069867		
Lake Murray	OK	34.0337093	-97.0711226		
Muskogee	OK	35.7478769	-95.3696909		
Mustang	OK	35.384226	-97.7244868		
Nash	OK	36.6661413	-98.050341		
Nashoba	OK	34.4820456	-95.2152411		
Nelagoney	OK	36.626462	-96.2422255		
Neosho River	OK	35.792321	-95.2944087		
Newcastle	OK	35.2472869	-97.59976		
Newkirk	OK	36.8822549	-97.0533717		
Nicoma Park	OK	35.4911731	-97.3230893		
Ninnekah	OK	34.9478454	-97.9239308		
Noble	OK	35.1392357	-97.394753		
Norge	OK	34.9883989	-97.9969886		
Norman	OK	35.2225668	-97.4394777		
North Enid	OK	36.4355886	-97.8689466		
North Fork Red River	OK	34.3381377	-99.2106371		
Nowata	OK	36.700645	-95.6380341		
Oakhurst	OK	36.0753687	-96.0644436		
Oaks	OK	36.166198	-94.8546745		
Oakwood	OK	35.9317107	-98.7050865		
Ochelata	OK	36.6000907	-95.9797109		
Oglesby	OK	36.6264797	-95.8566513		
Oilton	OK	36.084512	-96.5836317		
Okarche	OK	35.7258795	-97.9764411		
Okay	OK	35.8506548	-95.3182985		
Okeene	OK	36.116148	-98.3170165		
Okemah	OK	35.4325854	-96.3050064		
Okmulgee	OK	35.6234367	-95.9605502		
Oktaha	OK	35.5764881	-95.4749764		
Olustee	OK	34.548684	-99.422311		
Oologah	OK	36.4470387	-95.7083151		
Oologah Lake	OK	36.4217614	-95.6788697		
Optima	OK	36.7583594	-101.3562717		
Optima Lake	OK	36.66586	-101.1359932		
Orlando	OK	36.1489309	-97.378098		
Orr	OK	34.0320422	-97.5355786		
Overbrook	OK	34.0673195	-97.1411245		
Owasso	OK	36.2695388	-95.8547119		
Paden	OK	35.5078487	-96.5675136		
Panama	OK	35.1673194	-94.6724465		
Park Hill	OK	35.8612034	-94.9588438		
Pauls Valley	OK	34.7400809	-97.2222451		
Pawhuska	OK	36.6678426	-96.3372309		
Pawnee	OK	36.3378321	-96.8039233		
Pearson	OK	35.0728547	-96.9177991		
Peckham	OK	36.886976	-97.1758742		
Peggs	OK	36.0809272	-95.0994039		
Perkins	OK	35.9739448	-97.0336417		
Perry	OK	36.2894855	-97.2880983		
Picher	OK	36.9870117	-94.8307845		
Pickens	OK	34.3964908	-95.0118974		
Pine Mountain	OK	34.6320398	-95.9180462		
Pocasset	OK	35.1936734	-97.9525456		
Ponca City	OK	36.706981	-97.0855948		
Pond Creek	OK	36.669197	-97.8011661		
Porter	OK	35.8709334	-95.522476		
Porum	OK	35.3562083	-95.2655231		
Poteau	OK	35.0537094	-94.6235579		
Prague	OK	35.4867369	-96.6850174		
Preston	OK	35.711491	-95.9916603		
Purcell	OK	35.0136831	-97.3611395		
Putnam	OK	35.8556011	-98.9684274		
Quinlan	OK	36.45448	-99.0453756		
Quinton	OK	35.1228754	-95.3710855		
Ralston	OK	36.5039389	-96.7322562		
Ramona	OK	36.5303696	-95.9235998		
Randlett	OK	34.1773143	-98.4636659		
Rattan	OK	34.2003805	-95.4130177		
Ravia	OK	34.2417613	-96.751393		
Red Oak	OK	34.950932	-95.0802398		
Red Rock	OK	36.4592083	-97.1789322		
Red Rock Creek	OK	36.4664344	-96.9842051		
Reed	OK	34.9006134	-99.6956514		
Renfrow	OK	36.9255822	-97.6558845		
Retrop	OK	35.1597754	-99.3598074		
Richards Spur	OK	34.760069	-98.3869985		
Ringling	OK	34.1784265	-97.5925265		
Ringold	OK	34.2151032	-95.1252314		
Ringwood	OK	36.3794782	-98.2453473		
Ripley	OK	36.0178367	-96.9055843		
Robert S Kerr Reservoir	OK	35.3498174	-94.7802251		
Rocky	OK	35.1569986	-99.0603546		
Roff	OK	34.6275878	-96.8408469		
Roland	OK	35.4212021	-94.5146616		
Roosevelt	OK	34.8486737	-99.0217429		
Rosedale	OK	34.9184102	-97.1839131		
Rosston	OK	36.8133648	-99.9340199		
Rufe	OK	34.1237158	-95.1441197		
Rush Springs	OK	34.7825721	-97.9569845		
Ryan	OK	34.0200965	-97.9575353		
Salina	OK	36.2928692	-95.1532966		
Sallisaw	OK	35.4603711	-94.7874463		
Salt Fork	OK	36.6350318	-97.5889386		
Salt Fork Arkansas River	OK	36.5994847	-97.0530951		
Salt Fork Red River	OK	34.4570213	-99.3609204		
Salt Plains National Wildlife Refuge	OK	36.7694738	-98.2195133		
Sand Creek	OK	36.8403055	-98.0197842		
Sand Springs	OK	36.1398102	-96.1088911		
Sans Bois Mountains	OK	35.0181538	-95.2099675		
Sapulpa	OK	35.9987007	-96.1141664		
Sasakwa	OK	34.9486951	-96.525289		
Savanna	OK	34.8289851	-95.8438807		
Sawyer	OK	34.0137164	-95.3716238		
Sayre	OK	35.291162	-99.6400969		
Schulter	OK	35.5145495	-95.9566635		
Scipio	OK	35.0548165	-95.9566655		
Seiling	OK	36.1480957	-98.9242615		
Selman	OK	36.8019758	-99.4909468		
Seminole	OK	35.2245201	-96.670573		
Sentinel	OK	35.1578315	-99.1753573		
Seward	OK	35.7981048	-97.488375		
Shady Point	OK	35.1300975	-94.6585578		
Shamrock	OK	35.910069	-96.583905		
Sharon	OK	36.275873	-99.3356624		
Shattuck	OK	36.2758728	-99.8812321		
Shawnee	OK	35.3272928	-96.9253004		
Shawnee Reservoir	OK	35.3481241	-97.065859		
Shidler	OK	36.7819849	-96.6611377		
Silo	OK	34.0414857	-96.4741606		
Skedee	OK	36.3795006	-96.7050321		
Skeleton Creek	OK	35.9881009	-97.400319		
Skiatook	OK	36.3684245	-96.0013847		
Slapout	OK	36.6158658	-100.108745		
Slick	OK	35.7770303	-96.2661128		
Snyder	OK	34.6589592	-98.9517418		
Soper	OK	34.0328791	-95.6971903		
South Coffeyville	OK	36.9945248	-95.6202552		
South Hills	OK	35.0320073	-98.2214395		
Southard	OK	36.0558721	-98.4753564		
Sparks	OK	35.6081226	-96.8211334		
Spavinaw	OK	36.3911976	-95.0466277		
Spavinaw Creek	OK	36.3767553	-95.1188523		
Spencer	OK	35.5228382	-97.3772578		
Spencerville	OK	34.1423258	-95.3582929		
Sperry	OK	36.2973134	-95.991386		
Spiro	OK	35.2412073	-94.619944		
Springer	OK	34.3145355	-97.1427939		
Stafford	OK	35.5367158	-99.122034		
Stecker	OK	34.957564	-98.3158863		
Stidham	OK	35.3687114	-95.699712		
Stigler	OK	35.253708	-95.1230169		
Stillwater	OK	36.1156071	-97.0583681		
Stilwell	OK	35.81453	-94.6285553		
Stonewall	OK	34.6525901	-96.5261161		
Stratford	OK	34.7967497	-96.9594636		
Stringtown	OK	34.46676	-96.0533252		
Stroud	OK	35.7486798	-96.6580726		
Stuart	OK	34.9014811	-96.0988901		
Sugden	OK	34.0820392	-97.9783692		
Sulphur	OK	34.5078669	-96.9683498		
Summit	OK	35.6659324	-95.4227504		
Sunray	OK	34.4125842	-97.9650351		
Sweetwater	OK	35.4222722	-99.9114975		
Swink	OK	34.017884	-95.2021755		
Taft	OK	35.7617667	-95.5463665		
Tahlequah	OK	35.91537	-94.969956		
Talala	OK	36.5298152	-95.7013701		
Talihina	OK	34.7514893	-95.0480162		
Taloga	OK	36.0386532	-98.9637073		
Tatums	OK	34.4828626	-97.4616917		
Tecumseh	OK	35.2578498	-96.9366888		
Temple	OK	34.2720338	-98.2358781		
Tenkiller Ferry Lake	OK	35.5950951	-95.0360666		
Terral	OK	33.8967658	-97.9364242		
Texhoma	OK	36.5050267	-101.7829416		
Texola	OK	35.2192194	-99.9912189		
Thackerville	OK	33.7934373	-97.1430681		
The Village	OK	35.5608899	-97.5514294		
Thomas	OK	35.7442157	-98.747584		
Tipton	OK	34.5028548	-99.1409144		
Tishomingo	OK	34.2362055	-96.6786131		
Tishomingo National Wildlife Refuge	OK	34.184262	-96.6583341		
Tonkawa	OK	36.6783679	-97.3100442		
Tribbey	OK	35.1153518	-97.053357		
Tryon	OK	35.8697822	-96.9639173		
Tucker	OK	35.3037068	-94.7302241		
Tullahassee	OK	35.8348219	-95.4377496		
Tupelo	OK	34.6048136	-96.4241692		
Turley	OK	36.242036	-95.9758307		
Turpin	OK	36.8675256	-100.8773837		
Tushka	OK	34.3203693	-96.1672132		
Tuskahoma	OK	34.6178786	-95.2766344		
Tuttle	OK	35.2908947	-97.8122658		
Tyrone	OK	36.954193	-101.065444		
Uncas	OK	36.7955909	-96.9297578		
Union City	OK	35.3917233	-97.9414364		
Valliant	OK	34.0023293	-95.0938386		
Vanoss	OK	34.7639735	-96.871961		
Velma	OK	34.4600839	-97.6739188		
Vera	OK	36.4492595	-95.8808219		
Verdigris River	OK	35.8003767	-95.3077426		
Vian	OK	35.4984281	-94.9696749		
Vici	OK	36.1497642	-99.2981612		
Vinita	OK	36.6386937	-95.1541339		
Vinson	OK	34.900612	-99.8598232		
Wagoner	OK	35.9595442	-95.3694116		
Wainwright	OK	35.6126001	-95.5644248		
Wakita	OK	36.8833603	-97.9220032		
Walters	OK	34.3598075	-98.3078258		
Wanette	OK	34.9620224	-97.0325225		
Wann	OK	36.9153592	-95.8044244		
Wapanucka	OK	34.373981	-96.4244425		
Warner	OK	35.4942644	-95.3055239		
Warr Acres	OK	35.5225568	-97.6189304		
Washington	OK	35.0589583	-97.4844761		
Watonga	OK	35.8447654	-98.413128		
Watts	OK	36.1092487	-94.5702202		
Waukomis	OK	36.2803128	-97.8981133		
Waurika	OK	34.1670371	-97.997536		
Wayne	OK	34.9181307	-97.3144709		
Waynoka	OK	36.5822557	-98.8798145		
Weatherford	OK	35.5261633	-98.7075744		
Webb City	OK	36.8069821	-96.7086401		
Webbers Falls	OK	35.5109296	-95.1299597		
Welch	OK	36.8736854	-95.0957968		
Weleetka	OK	35.3356496	-96.1363921		
Wellston	OK	35.6942278	-97.063363		
Welty	OK	35.6245225	-96.4052851		
Westville	OK	35.9925829	-94.5679988		
Wetumka	OK	35.2375883	-96.2416732		
Wewoka	OK	35.1586902	-96.4933457		
Wilburton	OK	34.91871	-95.3091383		
Willow	OK	35.0514437	-99.5095342		
Wilson	OK	34.1620385	-97.4258551		
Wister	OK	34.9673212	-94.7246725		
Wolf Creek	OK	36.5889236	-99.5017789		
Woodward	OK	36.4336481	-99.3903862		
Wyandotte	OK	36.7934028	-94.7252284		
Wynnewood	OK	34.6434171	-97.1644656		
Wynona	OK	36.5461806	-96.3272344		
Yale	OK	36.1142305	-96.6991933		
Yanush	OK	34.7098227	-95.3138592		
Yeager	OK	35.1575849	-96.3394532		
Yukon	OK	35.5067215	-97.7625442		
White Bead	OK	34.7634126	-97.301969		
Dunlap	OK	36.606701	-99.6753961		
Carleton	OK	36.0150399	-98.5203582		
Wichita Mountains Wildlife Refuge	OK	34.7667323	-98.7003443		
Washita National Wildlife Refuge	OK	35.6083816	-99.2506502		
Sequoyah National Wildlife Refuge	OK	35.4417624	-95.0168994		
Osage Reservation	OK	36.628904	-96.398243		
Smithville	OK	34.4667706	-94.6438316		
Eufaula Lake	OK	35.3064864	-95.3583062		
Nobscot	OK	35.8486574	-98.7356415		
Lake Thunderbird	OK	35.220903	-97.2191944		
Alden	OK	34.9753393	-98.5853391		
Babbs	OK	34.9483923	-99.0595202		
Baron	OK	35.9236956	-94.6163335		
Belva	OK	36.4989236	-98.9750954		
Boatman	OK	36.2584262	-95.1844082		
Boone	OK	34.8986757	-98.4620019		
Boyd	OK	36.7033591	-100.828212		
Brooksville	OK	35.1981287	-96.9683557		
Broxton	OK	34.9858959	-98.4092228		
Bruno	OK	34.3442599	-96.0752674		
Brushy	OK	35.5570354	-94.7255001		
Bunch	OK	35.6825898	-94.761058		
Burmah	OK	35.8269905	-99.0748186		
Burt	OK	34.4503571	-99.0809118		
Burton	OK	36.7983555	-102.1612856		
Cambridge	OK	35.0728331	-99.2053572		
Castaneda	OK	36.8811325	-102.5212996		
Catesby	OK	36.4930911	-99.9629049		
Cestos	OK	36.1442077	-99.093711		
Christie	OK	35.9581414	-94.6902256		
Clear Lake	OK	36.6889186	-100.2720846		
Clyde	OK	36.8464165	-97.8211665		
Cogar	OK	35.333946	-98.1306072		
Conrad	OK	36.6153023	-102.3735139		
Cookietown	OK	34.2750893	-98.4533885		
Crystal	OK	34.2267632	-95.9302603		
Curtis	OK	36.4392029	-99.1426008		
Empire City	OK	34.4203614	-98.0269812		
Eucha	OK	36.3920272	-94.8830102		
Eva	OK	36.7983562	-101.906833		
Fairvalley	OK	36.7355874	-99.0245422		
Floris	OK	36.8697474	-100.7112675		
Foyil	OK	36.4348166	-95.5194205		
Gray	OK	36.5583615	-100.8237645		
Grimes	OK	35.4661604	-99.7609379		
Hardy	OK	36.9708659	-96.7983638		
Herd	OK	36.8645099	-96.2008269		
Hester	OK	34.8011739	-99.4334212		
Hough	OK	36.8708593	-101.5771049		
Hulah	OK	36.928684	-96.0352615		
Indianapolis	OK	35.5514397	-98.8625815		
Ingersoll	OK	36.7964187	-98.3947968		
Komalty	OK	35.0475566	-98.9903515		
Lacey	OK	36.1161481	-98.0861738		
Lenora	OK	36.0411536	-99.0620436		
Logan	OK	36.5728095	-100.2173588		
Lugert	OK	34.8958936	-99.2753603		
Mayfield	OK	35.3389398	-99.8767726		
McKnight	OK	34.7661705	-99.9123236		
McQueen	OK	34.6667321	-99.7017615		
McWillie	OK	36.5358658	-98.3545181		
Meers	OK	34.7828444	-98.5789502		
Mocane	OK	36.8936385	-100.3726456		
Moodys	OK	36.031202	-94.9577344		
Moorewood	OK	35.7403254	-99.34899		
Mouser	OK	36.8705821	-101.4151606		
Moyers	OK	34.3262111	-95.6535844		
Nuyaka	OK	35.6531503	-96.1397212		
Oil City	OK	34.5231349	-98.0730945		
Orienta	OK	36.3600348	-98.4739671		
Orion	OK	36.2167048	-98.7787007		
Page	OK	34.7106595	-94.5496684		
Pernell	OK	34.5614711	-97.5100265		
Pierce	OK	35.4348235	-95.716379		
Powell	OK	33.9551002	-96.8625041		
Purdy	OK	34.7159104	-97.5875299		
Redden	OK	34.5064853	-95.8447068		
Rhea	OK	35.841713	-99.2348229		
Speer	OK	34.113436	-95.5557978		
Spring Creek	OK	35.2617256	-98.1833851		
Sturgis	OK	36.893911	-102.0701722		
Sumner	OK	36.3189338	-97.1214291		
Tabler	OK	35.0442331	-97.8197633		
Tegarden	OK	36.797809	-98.9700965		
Trail	OK	35.9686562	-99.2967714		
Watova	OK	36.6173133	-95.6558128		
Weathers	OK	34.6595436	-95.5835899		
Wheeless	OK	36.7191901	-102.8943687		
Yewed	OK	36.6822534	-98.4100755		
Zena	OK	36.4961907	-94.8535659		
Sugar Loaf Mountain	OK	35.0262099	-94.468276		
Tulsa	OK	36.1539816	-95.992775		
Wilton Mountain	OK	34.6784371	-94.5668902		
Wichita Mountains	OK	34.7595108	-98.6433975		
Lutie	OK	34.9234323	-95.2619142		
Beaver River	OK	36.5889236	-99.5017789		
Blue Bouncer Mountain	OK	34.5728817	-94.5729988		
Bokhoma	OK	33.8228906	-94.5829876		
Cheyenne	OK	35.6139371	-99.6714939		
Corrumpa Creek	OK	36.5972471	-102.8677002		
Crawford	OK	35.8269905	-99.7995567		
Dempsey	OK	35.5175489	-99.8228853		
Felt	OK	36.5675252	-102.7935302		
Goodwater	OK	33.9101127	-94.5732664		
Harris	OK	33.7503873	-94.7291005		
Haworth	OK	33.8465003	-94.6527114		
Herring	OK	35.6100486	-99.517879		
Idabel	OK	33.8956647	-94.8263281		
Keystone Lake	OK	36.1486927	-96.2533422		
Kiamichi Mountains	OK	34.6151008	-94.9969008		
Leflore	OK	34.8987103	-94.9802358		
Lynn Mountain	OK	34.5959373	-94.5596657		
Mackie	OK	35.6861584	-99.7945541		
Mountain Fork	OK	33.9515014	-94.5754892		
Octavia	OK	34.5267696	-94.7030008		
Reydon	OK	35.6536584	-99.9190017		
Roll	OK	35.7792136	-99.7114982		
Strong City	OK	35.6703258	-99.5995492		
Tom	OK	33.7359468	-94.5729863		
Washita River	OK	33.9117669	-96.5780504		
Whitesboro	OK	34.6926014	-94.885232		
Winding Stair Mountain	OK	34.7092696	-94.6774489		
Adair County	OK	35.8667527	-94.6668905		
Alfalfa County	OK	36.7333637	-98.3336839		
Atoka County	OK	34.4000939	-96.0169339		
Beaver County	OK	36.7666929	-100.4837585		
Beckham County	OK	35.2667178	-99.6670418		
Blaine County	OK	35.8667097	-98.4503522		
Bryan County	OK	33.9667639	-96.266932		
Caddo County	OK	35.1833921	-98.4003347		
Canadian County	OK	35.5333849	-97.9836612		
Carter County	OK	34.2334254	-97.3002961		
Cherokee County	OK	35.9000926	-94.9835672		
Choctaw County	OK	34.0334368	-95.55024		
Cimarron County	OK	36.7505784	-102.5171311		
Cleveland County	OK	35.2000691	-97.3003072		
Coal County	OK	34.5834255	-96.3002784		
Comanche County	OK	34.6667383	-98.4836679		
Cotton County	OK	34.3000881	-98.3669954		
Craig County	OK	36.7506365	-95.2002464		
Creek County	OK	35.9000764	-96.4002862		
Custer County	OK	35.6500483	-99.0009237		
Delaware County	OK	36.4000809	-94.8002291		
Dewey County	OK	36.0005984	-99.0009308		
Ellis County	OK	36.1333754	-99.7670604		
Garfield County	OK	36.1875361	-98.0628401		
Garvin County	OK	34.7167468	-97.3336357		
Grady County	OK	35.033399	-97.9003205		
Grant County	OK	36.8000285	-97.7836651		
Greer County	OK	34.933391	-99.5503687		
Harmon County	OK	34.7667269	-99.8503775		
Harper County	OK	36.7666988	-99.6837313		
Haskell County	OK	35.2167638	-95.1335733		
Hughes County	OK	35.0667547	-96.2669514		
Jackson County	OK	34.6167371	-99.3836987		
Jefferson County	OK	34.116761	-97.8169762		
Johnston County	OK	34.3000935	-96.6502801		
Kay County	OK	36.8500326	-97.150318		
Kingfisher County	OK	35.9500407	-97.9503337		
Kiowa County	OK	34.9333931	-98.9670178		
Latimer County	OK	34.9000992	-95.2669143		
Le Flore County	OK	34.9001	-94.7335618		
Lincoln County	OK	35.700065	-96.8669689		
Logan County	OK	35.883381	-97.4336521		
Love County	OK	33.9501002	-97.2336263		
Major County	OK	36.3000357	-98.5336917		
Marshall County	OK	34.0167655	-96.7669456		
Mayes County	OK	36.3	-95.2666667		
McClain County	OK	35.0167366	-97.5169762		
McCurtain County	OK	34.1667733	-94.7668855		
McIntosh County	OK	35.3667666	-95.6669326		
Murray County	OK	34.4834222	-97.0336288		
Muskogee County	OK	35.5834315	-95.3335798		
Noble County	OK	36.3833738	-97.2669885		
Nowata County	OK	36.8000867	-95.6169222		
Okfuskee County	OK	35.4667479	-96.3669524		
Oklahoma County	OK	35.5500592	-97.4003144		
Okmulgee County	OK	35.650103	-95.9669387		
Osage County	OK	36.6334019	-96.300285		
Ottawa County	OK	36.750627	-94.8002324		
Pawnee County	OK	36.3333896	-96.7508668		
Payne County	OK	36.0667223	-96.9669758		
Pittsburg County	OK	34.9500965	-95.7669356		
Pontotoc County	OK	34.6875881	-96.6877879		
Pottawatomie County	OK	35.2167395	-96.9502999		
Pushmataha County	OK	34.450101	-95.3669118		
Roger Mills County	OK	35.7000475	-99.7003853		
Rogers County	OK	36.3667623	-95.583589		
Seminole County	OK	35.1500782	-96.6002929		
Sequoyah County	OK	35.450093	-94.7335558		
Stephens County	OK	34.4667493	-97.8503111		
Texas County	OK	36.7666926	-101.5171046		
Tillman County	OK	34.36675	-98.9170168		
